시간,시가,고가,저가,종가,거래량,거래대금
"06/18,12:46","42,650","42,700","42,600","42,600",668,"28,480,750"
"06/18,12:45","42,750","42,800","42,650","42,650","1,054","45,038,750"
"06/18,12:44","42,750","42,750","42,650","42,750",294,"12,550,400"
"06/18,12:43","42,650","42,800","42,550","42,650","1,241","52,845,600"
"06/18,12:42","42,600","42,700","42,550","42,600",766,"32,658,500"
"06/18,12:41","42,550","42,650","42,550","42,600","1,292","54,998,150"
"06/18,12:40","42,550","42,600","42,500","42,550","1,090","46,377,850"
"06/18,12:39","42,500","42,600","42,500","42,550",969,"41,203,950"
"06/18,12:38","42,550","42,600","42,450","42,500","4,370","185,637,550"
"06/18,12:37","42,600","42,650","42,500","42,600",847,"36,055,350"
"06/18,12:36","42,550","42,650","42,500","42,500","1,292","54,971,700"
"06/18,12:35","42,600","42,650","42,550","42,550","1,725","73,442,350"
"06/18,12:34","42,650","42,650","42,500","42,600","2,338","99,535,100"
"06/18,12:33","42,750","42,800","42,650","42,650","1,564","66,822,950"
"06/18,12:32","42,800","42,800","42,750","42,800","1,340","57,321,650"
"06/18,12:31","42,850","42,900","42,750","42,750",948,"40,584,300"
"06/18,12:30","42,800","42,800","42,750","42,800",866,"37,043,900"
"06/18,12:29","43,050","43,050","42,800","42,800","3,025","129,822,250"
"06/18,12:28","42,900","43,050","42,850","43,000","3,880","166,627,000"
"06/18,12:27","42,800","42,900","42,750","42,900","2,382","102,089,950"
"06/18,12:26","42,650","42,800","42,650","42,800","2,106","89,961,900"
"06/18,12:25","42,550","42,700","42,550","42,650","1,041","44,347,150"
"06/18,12:24","42,500","42,650","42,500","42,550",705,"29,997,050"
"06/18,12:23","42,400","42,550","42,350","42,550","3,496","148,385,550"
"06/18,12:22","42,500","42,500","42,350","42,400","3,741","158,716,550"
"06/18,12:21","42,750","42,750","42,500","42,500","3,189","135,747,800"
"06/18,12:20","42,500","42,750","42,450","42,700","3,158","134,696,950"
"06/18,12:19","42,450","42,550","42,400","42,500","3,600","152,879,150"
"06/18,12:18","42,500","42,550","42,250","42,350","12,588","532,855,700"
"06/18,12:17","42,600","42,600","42,500","42,500","6,508","276,772,450"
"06/18,12:16","42,650","42,700","42,600","42,600","2,414","102,908,900"
"06/18,12:15","42,700","42,700","42,550","42,700","5,119","218,018,950"
"06/18,12:14","42,650","42,750","42,650","42,700","2,331","99,482,450"
"06/18,12:13","42,700","42,850","42,500","42,700","12,281","523,137,200"
"06/18,12:12","42,800","42,850","42,650","42,650","8,691","371,252,850"
"06/18,12:11","43,050","43,050","42,800","42,800","7,543","323,420,150"
"06/18,12:10","43,050","43,050","43,000","43,050",915,"39,352,050"
"06/18,12:09","43,050","43,100","43,000","43,050",741,"31,891,300"
"06/18,12:08","43,200","43,200","43,050","43,050","1,341","57,769,550"
"06/18,12:07","43,250","43,250","43,150","43,200",979,"42,264,100"
"06/18,12:06","43,150","43,250","43,150","43,250",764,"33,011,300"
"06/18,12:05","43,150","43,200","43,100","43,150",756,"32,630,050"
"06/18,12:04","43,100","43,200","43,100","43,150",492,"21,229,100"
"06/18,12:03","43,000","43,150","43,000","43,100","1,256","54,072,450"
"06/18,12:02","42,950","43,050","42,950","43,050","1,444","62,081,350"
"06/18,12:01","42,950","43,050","42,950","42,950","4,108","176,503,700"
"06/18,12:00","43,100","43,100","43,000","43,000","9,054","389,393,150"
"06/18,11:59","43,100","43,100","43,050","43,050","1,858","79,994,400"
"06/18,11:58","43,150","43,150","43,100","43,100","2,845","122,647,450"
"06/18,11:57","43,150","43,300","43,150","43,150","1,030","44,477,800"
"06/18,11:56","43,200","43,250","43,150","43,150","1,400","60,428,400"
"06/18,11:55","43,200","43,200","43,150","43,150","1,773","76,556,050"
"06/18,11:54","43,200","43,300","43,200","43,200",555,"23,994,300"
"06/18,11:53","43,250","43,300","43,200","43,300",669,"28,929,450"
"06/18,11:52","43,350","43,350","43,250","43,250",819,"35,449,100"
"06/18,11:51","43,400","43,400","43,300","43,350",595,"25,793,350"
"06/18,11:50","43,400","43,450","43,350","43,350","1,613","69,998,750"
"06/18,11:49","43,250","43,400","43,200","43,350","3,439","148,880,650"
"06/18,11:48","43,200","43,250","43,200","43,250",983,"42,478,350"
"06/18,11:47","43,200","43,250","43,150","43,200","2,001","86,420,600"
"06/18,11:46","43,200","43,200","43,150","43,150","3,278","141,597,900"
"06/18,11:45","43,200","43,200","43,150","43,200","3,322","143,473,200"
"06/18,11:44","43,200","43,200","43,150","43,200",933,"40,268,900"
"06/18,11:43","43,200","43,200","43,100","43,200","2,723","117,481,250"
"06/18,11:42","43,100","43,250","43,100","43,200",918,"39,621,050"
"06/18,11:41","43,200","43,200","43,100","43,100","1,409","60,803,700"
"06/18,11:40","43,250","43,250","43,100","43,150","1,317","56,862,750"
"06/18,11:39","43,050","43,300","43,000","43,050","6,431","276,804,150"
"06/18,11:38","43,100","43,150","43,050","43,100","4,498","193,861,350"
"06/18,11:37","43,250","43,300","43,100","43,100","8,441","364,398,900"
"06/18,11:36","43,300","43,300","43,250","43,250","3,223","139,425,200"
"06/18,11:35","43,350","43,400","43,300","43,300","1,648","71,386,000"
"06/18,11:34","43,450","43,450","43,350","43,400","1,156","50,129,700"
"06/18,11:33","43,250","43,400","43,250","43,400","1,628","70,554,950"
"06/18,11:32","43,300","43,300","43,200","43,250","3,336","144,260,550"
"06/18,11:31","43,350","43,350","43,300","43,300","2,415","104,585,100"
"06/18,11:30","43,350","43,400","43,300","43,350","1,486","64,386,750"
"06/18,11:29","43,500","43,500","43,350","43,350","1,362","59,103,000"
"06/18,11:28","43,350","43,500","43,350","43,500","1,618","70,222,650"
"06/18,11:27","43,400","43,400","43,300","43,350","6,318","273,785,050"
"06/18,11:26","43,500","43,550","43,350","43,400","4,830","209,741,950"
"06/18,11:25","43,600","43,600","43,450","43,450","4,695","204,305,950"
"06/18,11:24","43,650","43,650","43,550","43,600","3,252","141,757,750"
"06/18,11:23","43,650","43,700","43,600","43,650","1,253","54,681,300"
"06/18,11:22","43,650","43,650","43,600","43,650","2,376","103,658,400"
"06/18,11:21","43,650","43,750","43,650","43,700",718,"31,364,550"
"06/18,11:20","43,750","43,750","43,600","43,650","1,673","73,041,700"
"06/18,11:19","43,750","43,800","43,700","43,700",752,"32,904,700"
"06/18,11:18","43,750","43,750","43,650","43,750","1,182","51,666,150"
"06/18,11:17","43,750","43,750","43,600","43,750","1,920","83,792,500"
"06/18,11:16","43,600","43,750","43,600","43,750","1,639","71,535,700"
"06/18,11:15","43,700","43,750","43,550","43,600","3,097","135,042,850"
"06/18,11:14","43,750","43,800","43,700","43,700",543,"23,756,950"
"06/18,11:13","43,600","43,850","43,550","43,800","1,722","75,134,050"
"06/18,11:12","43,850","43,900","43,600","43,600","5,119","223,877,600"
"06/18,11:11","43,950","44,000","43,900","43,900","1,082","47,531,800"
"06/18,11:10","44,100","44,100","43,950","43,950","2,661","117,111,950"
"06/18,11:09","43,950","44,150","43,950","44,100","5,449","240,101,950"
"06/18,11:08","43,850","43,950","43,800","43,950","1,114","48,870,350"
"06/18,11:07","43,950","43,950","43,800","43,850",752,"33,006,050"
"06/18,11:06","44,000","44,000","43,850","43,950","1,814","79,727,750"
"06/18,11:05","43,750","44,000","43,750","44,000","1,264","55,463,100"
"06/18,11:04","43,750","43,800","43,650","43,750","1,362","59,538,350"
"06/18,11:03","43,650","43,750","43,600","43,700","2,584","112,827,650"
"06/18,11:02","43,800","43,800","43,700","43,700","2,485","108,640,600"
"06/18,11:01","43,850","43,900","43,700","43,750","3,257","142,558,250"
"06/18,11:00","43,850","44,000","43,800","43,850","2,007","88,096,500"
"06/18,10:59","44,000","44,000","43,800","43,900","2,384","104,650,350"
"06/18,10:58","43,950","44,050","43,850","43,950","2,722","119,662,600"
"06/18,10:57","44,100","44,100","43,950","44,000","5,533","243,629,650"
"06/18,10:56","44,050","44,100","43,950","44,050","6,199","272,918,500"
"06/18,10:55","43,750","44,000","43,750","44,000","3,335","146,364,750"
"06/18,10:54","43,600","43,800","43,600","43,750","2,475","108,164,000"
"06/18,10:53","43,400","43,700","43,350","43,600","3,303","143,548,700"
"06/18,10:52","43,650","43,650","43,250","43,400","16,148","701,540,300"
"06/18,10:51","43,800","43,800","43,650","43,650","5,059","221,059,200"
"06/18,10:50","43,750","43,850","43,650","43,800","5,420","236,955,200"
"06/18,10:49","43,750","43,800","43,750","43,750","3,276","143,351,200"
"06/18,10:48","43,900","43,900","43,700","43,800","5,479","239,934,550"
"06/18,10:47","44,000","44,050","43,750","43,800","7,252","318,176,950"
"06/18,10:46","44,150","44,150","44,000","44,000","3,482","153,361,600"
"06/18,10:45","44,050","44,150","44,050","44,150","1,128","49,736,200"
"06/18,10:44","44,150","44,200","44,050","44,050","1,596","70,437,750"
"06/18,10:43","44,150","44,250","44,150","44,200","3,174","140,348,950"
"06/18,10:42","44,350","44,350","44,200","44,200","2,537","112,261,600"
"06/18,10:41","44,150","44,400","44,150","44,300","5,715","253,383,400"
"06/18,10:40","44,050","44,150","44,050","44,100","1,098","48,401,300"
"06/18,10:39","44,050","44,100","44,000","44,100","1,592","70,101,450"
"06/18,10:38","44,150","44,150","43,950","44,050","5,479","241,193,350"
"06/18,10:37","44,050","44,250","44,050","44,100","1,657","73,120,550"
"06/18,10:36","44,250","44,300","44,050","44,050","3,775","166,697,550"
"06/18,10:35","44,300","44,450","44,200","44,250","4,411","195,413,600"
"06/18,10:34","44,250","44,450","44,200","44,400","4,662","206,570,100"
"06/18,10:33","44,100","44,550","44,100","44,300","10,526","467,200,200"
"06/18,10:32","44,200","44,250","44,050","44,150","5,741","253,433,900"
"06/18,10:31","44,600","44,650","44,200","44,200","9,936","441,194,200"
"06/18,10:30","43,900","44,700","43,850","44,550","23,922","1,062,275,300"
"06/18,10:29","43,750","43,900","43,700","43,900","1,702","74,575,550"
"06/18,10:28","43,750","43,800","43,550","43,800","1,886","82,327,000"
"06/18,10:27","43,600","43,800","43,550","43,700","1,136","49,647,350"
"06/18,10:26","43,800","43,800","43,450","43,600","7,390","322,134,050"
"06/18,10:25","43,850","43,850","43,700","43,800","2,060","90,166,100"
"06/18,10:24","43,750","44,000","43,750","43,850","1,338","58,647,200"
"06/18,10:23","43,900","44,000","43,700","43,750","4,180","182,938,200"
"06/18,10:22","44,100","44,100","43,800","43,900","3,546","155,719,800"
"06/18,10:21","44,200","44,250","44,050","44,100","4,449","196,622,650"
"06/18,10:20","44,050","44,200","43,900","44,150","4,795","211,231,800"
"06/18,10:19","44,200","44,250","44,050","44,050","12,076","533,778,750"
"06/18,10:18","43,950","44,250","43,800","44,200","15,318","675,488,500"
"06/18,10:17","43,850","43,900","43,800","43,900","1,827","80,104,000"
"06/18,10:16","43,800","44,000","43,650","43,900","9,615","420,986,900"
"06/18,10:15","43,800","43,800","43,700","43,750","1,832","80,147,350"
"06/18,10:14","43,750","43,850","43,700","43,850","4,839","211,743,100"
"06/18,10:13","43,800","43,800","43,700","43,750","2,852","124,805,700"
"06/18,10:12","43,950","44,000","43,800","43,800","11,598","509,106,300"
"06/18,10:11","43,750","44,000","43,750","44,000","14,042","616,289,650"
"06/18,10:10","43,400","43,800","43,350","43,750","8,825","384,895,900"
"06/18,10:09","43,350","43,400","43,350","43,400","1,735","75,227,750"
"06/18,10:08","43,350","43,400","43,300","43,400","3,241","140,390,450"
"06/18,10:07","43,450","43,450","43,350","43,350","4,163","180,599,650"
"06/18,10:06","43,400","43,500","43,350","43,400","3,581","155,456,550"
"06/18,10:05","43,300","43,400","43,250","43,400","2,349","101,730,050"
"06/18,10:04","43,200","43,350","43,150","43,300","4,234","183,074,550"
"06/18,10:03","43,150","43,250","43,100","43,200","4,969","214,523,200"
"06/18,10:02","43,300","43,350","43,100","43,100","5,331","230,359,250"
"06/18,10:01","43,350","43,400","43,300","43,300","4,624","200,481,300"
"06/18,10:00","43,550","43,600","43,350","43,400","5,814","252,856,250"
"06/18,09:59","43,300","43,550","43,250","43,550","10,013","434,888,850"
"06/18,09:58","43,000","43,300","42,850","43,250","13,683","588,196,700"
"06/18,09:57","43,300","43,350","42,950","42,950","21,357","921,223,500"
"06/18,09:56","43,500","43,500","43,300","43,300","6,875","298,213,750"
"06/18,09:55","43,650","43,700","43,400","43,450","8,246","358,957,050"
"06/18,09:54","43,500","43,650","43,450","43,650","4,688","204,210,750"
"06/18,09:53","43,400","43,550","43,400","43,500","6,522","283,478,000"
"06/18,09:52","43,250","43,450","43,200","43,400","7,846","339,737,600"
"06/18,09:51","43,650","43,700","43,150","43,200","19,493","844,593,800"
"06/18,09:50","43,400","43,750","43,350","43,650","9,193","400,897,550"
"06/18,09:49","43,400","43,550","43,250","43,450","16,091","697,862,750"
"06/18,09:48","44,100","44,100","43,250","43,350","52,846","2,308,231,050"
"06/18,09:47","44,200","44,250","44,050","44,100","4,741","209,172,550"
"06/18,09:46","44,250","44,300","44,000","44,250","16,384","722,623,200"
"06/18,09:45","44,100","44,400","44,100","44,250","8,069","357,160,050"
"06/18,09:44","44,050","44,450","44,050","44,150","17,980","795,219,600"
"06/18,09:43","44,150","44,400","43,850","44,100","43,166","1,903,843,950"
"06/18,09:42","44,600","45,000","43,750","44,250","86,602","3,832,429,250"
"06/18,09:41","45,950","46,700","44,200","44,550","201,506","9,234,339,400"
"06/18,09:40","44,250","46,200","44,000","45,900","106,212","4,815,340,050"
"06/18,09:39","44,550","44,600","44,200","44,200","11,608","515,380,300"
"06/18,09:38","44,500","44,700","44,300","44,550","12,840","570,815,150"
"06/18,09:37","44,850","44,900","44,150","44,550","30,477","1,354,663,900"
"06/18,09:36","45,100","45,300","44,550","44,900","20,709","930,254,600"
"06/18,09:35","45,000","45,500","44,800","45,100","25,697","1,161,987,650"
"06/18,09:34","45,050","45,100","44,500","45,000","24,612","1,100,914,600"
"06/18,09:33","44,750","45,250","44,750","45,100","14,809","667,630,700"
"06/18,09:32","45,350","45,450","44,650","44,750","25,715","1,159,336,050"
"06/18,09:31","44,850","45,350","44,500","45,350","19,110","859,128,600"
"06/18,09:30","45,200","45,650","44,850","44,850","42,830","1,935,285,700"
"06/18,09:29","44,700","45,700","44,650","45,200","54,782","2,478,677,850"
"06/18,09:28","44,350","45,000","43,950","44,700","39,619","1,757,533,050"
"06/18,09:27","44,400","44,750","44,300","44,400","34,518","1,536,851,750"
"06/18,09:26","45,350","45,650","43,950","44,400","85,595","3,832,503,800"
"06/18,09:25","45,550","45,550","44,750","45,400","63,688","2,879,613,700"
"06/18,09:24","45,350","45,800","45,050","45,550","140,261","6,387,660,800"
"06/18,09:23","44,300","45,500","44,100","45,350","139,755","6,276,589,500"
"06/18,09:22","43,850","44,350","43,700","44,300","35,078","1,546,494,350"
"06/18,09:21","43,950","44,100","43,500","43,900","22,099","969,296,700"
"06/18,09:20","44,250","44,550","43,350","43,950","82,869","3,654,862,550"
"06/18,09:19","43,200","44,300","43,100","44,250","53,789","2,357,556,700"
"06/18,09:18","42,850","43,300","42,800","43,150","13,412","577,628,050"
"06/18,09:17","42,500","42,800","42,450","42,800","7,193","307,165,500"
"06/18,09:16","42,550","42,550","42,250","42,450","6,638","281,275,900"
"06/18,09:15","42,600","42,700","42,500","42,500","5,556","236,646,750"
"06/18,09:14","42,700","42,800","42,600","42,600","6,853","292,848,100"
"06/18,09:13","42,850","42,900","42,550","42,700","7,775","332,297,750"
"06/18,09:12","42,150","42,900","42,000","42,800","19,873","841,374,300"
"06/18,09:11","42,600","42,650","42,150","42,150","16,104","682,697,000"
"06/18,09:10","42,850","42,850","42,500","42,550","14,303","610,314,000"
"06/18,09:09","42,800","43,100","42,700","42,800","15,962","684,718,350"
"06/18,09:08","42,500","42,900","42,400","42,800","16,070","685,673,150"
"06/18,09:07","43,300","43,350","42,000","42,500","50,595","2,156,351,200"
"06/18,09:06","43,650","43,700","43,300","43,350","21,482","934,511,000"
"06/18,09:05","43,900","43,950","43,500","43,650","27,195","1,188,728,600"
"06/18,09:04","43,950","44,000","43,550","44,000","35,177","1,541,852,150"
"06/18,09:03","43,600","44,350","43,500","44,050","58,488","2,570,858,850"
"06/18,09:02","43,150","43,800","43,050","43,600","33,886","1,474,331,550"
"06/18,09:01","43,500","43,950","43,100","43,150","43,973","1,916,295,600"
"06/18,09:00","43,650","44,100","43,400","43,500","123,685","5,408,450,650"
"06/17,15:30","42,500","42,500","42,500","42,500","36,202","1,538,585,000"
"06/17,15:19","42,250","42,500","42,250","42,450","18,054","765,657,400"
"06/17,15:18","42,300","42,400","42,250","42,250","9,510","402,163,000"
"06/17,15:17","42,300","42,450","42,250","42,300","9,150","387,391,050"
"06/17,15:16","42,200","42,400","42,200","42,350","15,843","670,413,200"
"06/17,15:15","42,050","42,250","41,950","42,250","9,865","414,906,350"
"06/17,15:14","42,000","42,200","41,950","42,050","9,856","414,996,600"
"06/17,15:13","42,000","42,150","42,000","42,000","5,553","233,527,400"
"06/17,15:12","42,000","42,050","41,900","42,050","5,642","236,971,650"
"06/17,15:11","41,550","42,050","41,500","42,000","7,140","298,437,000"
"06/17,15:10","41,450","41,600","41,450","41,550","3,117","129,381,200"
"06/17,15:09","41,700","41,700","41,450","41,500","9,587","398,558,000"
"06/17,15:08","41,700","41,850","41,700","41,750","2,385","99,666,350"
"06/17,15:07","41,850","41,900","41,550","41,650","4,892","203,896,950"
"06/17,15:06","42,000","42,100","41,800","41,850","4,700","197,356,250"
"06/17,15:05","42,050","42,100","41,850","41,950","5,632","236,543,300"
"06/17,15:04","41,900","42,150","41,900","42,050","5,506","231,516,900"
"06/17,15:03","42,000","42,000","41,700","41,950","4,304","180,231,850"
"06/17,15:02","41,700","42,250","41,700","42,000","16,731","702,940,300"
"06/17,15:01","41,600","41,750","41,600","41,700","1,687","70,273,000"
"06/17,15:00","41,750","41,800","41,550","41,600","2,936","122,499,300"
"06/17,14:59","41,400","41,800","41,400","41,750","5,528","229,910,950"
"06/17,14:58","41,250","41,500","41,250","41,400","2,120","87,710,800"
"06/17,14:57","41,300","41,300","41,200","41,250","6,665","274,884,850"
"06/17,14:56","41,350","41,400","41,300","41,300","3,231","133,519,600"
"06/17,14:55","41,350","41,400","41,300","41,350","2,228","92,096,400"
"06/17,14:54","41,450","41,550","41,350","41,400","1,986","82,175,000"
"06/17,14:53","41,500","41,550","41,400","41,550","1,062","43,987,000"
"06/17,14:52","41,600","41,600","41,350","41,550","3,144","130,353,550"
"06/17,14:51","41,750","41,800","41,600","41,600","2,393","99,771,000"
"06/17,14:50","41,850","41,900","41,750","41,750","2,202","92,077,450"
"06/17,14:49","41,750","41,900","41,700","41,850","3,858","161,192,100"
"06/17,14:48","41,650","41,800","41,600","41,750","1,539","64,137,400"
"06/17,14:47","41,650","41,750","41,600","41,650","2,076","86,539,900"
"06/17,14:46","41,550","41,650","41,500","41,650","1,738","72,260,950"
"06/17,14:45","41,350","41,600","41,350","41,550","2,092","86,825,350"
"06/17,14:44","41,350","41,400","41,300","41,400","1,525","63,082,250"
"06/17,14:43","41,250","41,350","41,250","41,350","2,354","97,183,450"
"06/17,14:42","41,350","41,400","41,250","41,250","1,782","73,609,500"
"06/17,14:41","41,400","41,400","41,300","41,350","2,027","83,792,200"
"06/17,14:40","41,350","41,400","41,300","41,400","1,698","70,194,250"
"06/17,14:39","41,350","41,400","41,300","41,350","2,898","119,791,500"
"06/17,14:38","41,450","41,450","41,300","41,350",814,"33,665,750"
"06/17,14:37","41,300","41,450","41,250","41,300","5,814","240,194,750"
"06/17,14:36","41,500","41,500","41,300","41,300","4,464","184,494,300"
"06/17,14:35","41,700","41,700","41,400","41,400","4,672","194,307,250"
"06/17,14:34","41,700","41,750","41,650","41,700","1,015","42,323,050"
"06/17,14:33","41,800","41,800","41,650","41,700","4,156","173,255,800"
"06/17,14:32","41,700","41,850","41,700","41,750","1,208","50,465,250"
"06/17,14:31","41,700","41,800","41,650","41,700","1,126","46,970,200"
"06/17,14:30","41,800","41,850","41,700","41,800","2,596","108,351,900"
"06/17,14:29","41,800","41,900","41,750","41,800",992,"41,490,700"
"06/17,14:28","41,800","41,850","41,750","41,800",781,"32,639,450"
"06/17,14:27","41,800","41,800","41,750","41,800","1,088","45,457,650"
"06/17,14:26","41,650","41,950","41,600","41,800","4,350","181,379,900"
"06/17,14:25","41,750","41,800","41,650","41,650","4,743","197,775,700"
"06/17,14:24","41,850","41,950","41,750","41,800","4,551","190,501,450"
"06/17,14:23","41,900","41,950","41,800","41,850","4,800","200,951,700"
"06/17,14:22","42,050","42,100","41,950","41,950","3,916","164,454,000"
"06/17,14:21","42,050","42,150","41,950","42,050","5,364","225,498,700"
"06/17,14:20","41,900","42,250","41,900","42,050","8,717","367,320,550"
"06/17,14:19","41,800","41,900","41,700","41,850","3,376","141,186,000"
"06/17,14:18","42,150","42,150","41,750","41,750","3,268","137,096,450"
"06/17,14:17","41,800","42,150","41,800","42,150","7,696","323,552,600"
"06/17,14:16","41,700","41,850","41,700","41,850","1,804","75,400,200"
"06/17,14:15","41,650","41,850","41,650","41,750","1,566","65,360,450"
"06/17,14:14","41,900","41,900","41,600","41,600","2,835","118,323,500"
"06/17,14:13","41,700","41,950","41,650","41,900","2,841","118,810,950"
"06/17,14:12","41,900","41,900","41,700","41,750","1,764","73,729,400"
"06/17,14:11","41,750","41,900","41,700","41,900","1,727","72,220,950"
"06/17,14:10","41,800","41,950","41,750","41,750","3,424","143,244,300"
"06/17,14:09","42,100","42,150","41,800","41,850","8,046","337,920,750"
"06/17,14:08","41,850","42,150","41,750","42,150","10,591","444,204,000"
"06/17,14:07","41,500","41,950","41,500","41,850","8,746","366,012,700"
"06/17,14:06","41,350","41,550","41,300","41,500","1,857","76,863,000"
"06/17,14:05","41,350","41,350","41,300","41,350",662,"27,348,500"
"06/17,14:04","41,350","41,400","41,300","41,300","1,031","42,608,500"
"06/17,14:03","41,400","41,400","41,300","41,350",696,"28,777,300"
"06/17,14:02","41,450","41,500","41,300","41,400","2,966","122,877,850"
"06/17,14:01","41,550","41,550","41,400","41,500","2,783","115,446,350"
"06/17,14:00","41,450","41,550","41,400","41,550","2,337","96,971,950"
"06/17,13:59","41,400","41,600","41,400","41,450","4,306","178,735,800"
"06/17,13:58","41,250","41,400","41,150","41,400","2,362","97,365,850"
"06/17,13:57","41,100","41,250","41,100","41,250","1,314","54,078,900"
"06/17,13:56","41,150","41,200","41,100","41,150","2,623","107,919,000"
"06/17,13:55","41,150","41,200","41,100","41,100","1,244","51,174,500"
"06/17,13:54","41,200","41,250","41,100","41,150","2,560","105,339,850"
"06/17,13:53","41,150","41,200","41,100","41,200",623,"25,648,050"
"06/17,13:52","41,200","41,200","41,100","41,150","1,639","67,448,200"
"06/17,13:51","41,150","41,200","41,100","41,200","5,132","211,130,000"
"06/17,13:50","41,150","41,250","41,100","41,200","3,446","141,756,250"
"06/17,13:49","41,250","41,250","41,150","41,150","1,919","79,054,300"
"06/17,13:48","41,200","41,250","41,200","41,250",805,"33,192,600"
"06/17,13:47","41,250","41,300","41,200","41,200","1,347","55,565,150"
"06/17,13:46","41,250","41,300","41,200","41,300","2,083","85,904,300"
"06/17,13:45","41,150","41,300","41,150","41,250","1,547","63,786,650"
"06/17,13:44","41,250","41,300","41,150","41,200","1,229","50,649,750"
"06/17,13:43","41,250","41,300","41,200","41,250",723,"29,801,550"
"06/17,13:42","41,200","41,300","41,150","41,200","1,492","61,505,100"
"06/17,13:41","41,250","41,250","41,100","41,200","4,984","205,263,950"
"06/17,13:40","41,300","41,350","41,250","41,300","1,801","74,376,350"
"06/17,13:39","41,300","41,400","41,250","41,400","1,418","58,522,550"
"06/17,13:38","41,250","41,300","41,250","41,300","1,806","74,528,000"
"06/17,13:37","41,400","41,400","41,250","41,250","1,477","61,034,100"
"06/17,13:36","41,450","41,500","41,400","41,400","1,511","62,618,900"
"06/17,13:35","41,350","41,500","41,300","41,450","1,254","51,939,150"
"06/17,13:34","41,250","41,350","41,200","41,300","1,559","64,299,050"
"06/17,13:33","41,300","41,300","41,150","41,200","5,454","224,783,100"
"06/17,13:32","41,300","41,300","41,250","41,300","2,630","108,522,700"
"06/17,13:31","41,350","41,350","41,250","41,300","1,580","65,278,000"
"06/17,13:30","41,550","41,550","41,350","41,400","1,016","42,114,300"
"06/17,13:29","41,550","41,650","41,450","41,550","1,454","60,403,950"
"06/17,13:28","41,300","41,550","41,300","41,500","2,055","85,045,500"
"06/17,13:27","41,250","41,550","41,250","41,350","3,102","128,390,300"
"06/17,13:26","41,350","41,400","41,200","41,200","4,101","169,280,850"
"06/17,13:25","41,600","41,600","41,350","41,400","2,164","89,738,300"
"06/17,13:24","41,500","41,650","41,500","41,650",947,"39,326,650"
"06/17,13:23","41,800","41,800","41,500","41,500","3,501","145,864,250"
"06/17,13:22","41,650","41,800","41,650","41,750","4,124","172,075,750"
"06/17,13:21","41,650","41,750","41,600","41,700","4,988","207,973,550"
"06/17,13:20","41,600","41,650","41,550","41,650","2,113","87,951,400"
"06/17,13:19","41,500","41,750","41,500","41,600","5,872","244,398,000"
"06/17,13:18","41,450","41,550","41,400","41,550","2,045","84,834,400"
"06/17,13:17","41,450","41,450","41,350","41,450","1,875","77,623,350"
"06/17,13:16","41,150","41,500","41,150","41,450","3,621","149,382,700"
"06/17,13:15","41,250","41,250","41,100","41,150","8,822","363,216,550"
"06/17,13:14","41,400","41,450","41,200","41,200","9,460","390,721,300"
"06/17,13:13","41,500","41,500","41,450","41,450","2,459","101,939,550"
"06/17,13:12","41,450","41,550","41,450","41,500","3,215","133,333,550"
"06/17,13:11","41,550","41,550","41,300","41,450","6,937","287,141,600"
"06/17,13:10","41,400","41,650","41,350","41,550","6,394","264,883,050"
"06/17,13:09","41,800","41,850","41,350","41,400","17,493","727,154,850"
"06/17,13:08","41,800","41,850","41,750","41,800","5,474","228,625,350"
"06/17,13:07","41,900","41,900","41,750","41,800","1,765","73,796,950"
"06/17,13:06","41,950","42,000","41,800","41,900","2,457","102,916,350"
"06/17,13:05","41,900","42,050","41,900","42,000","1,829","76,817,300"
"06/17,13:04","41,900","41,950","41,850","41,900","1,235","51,725,650"
"06/17,13:03","41,800","41,900","41,800","41,900","1,869","78,138,500"
"06/17,13:02","41,900","41,950","41,800","41,850","1,912","80,026,450"
"06/17,13:01","42,000","42,000","41,850","41,900","1,974","82,722,250"
"06/17,13:00","42,000","42,050","41,900","42,000","1,307","54,848,100"
"06/17,12:59","42,000","42,050","41,950","42,000",829,"34,792,150"
"06/17,12:58","41,800","42,000","41,800","42,000",969,"40,614,250"
"06/17,12:57","41,800","41,950","41,750","41,800","2,695","112,633,800"
"06/17,12:56","41,850","41,950","41,750","41,800","4,053","169,378,850"
"06/17,12:55","41,950","41,950","41,850","41,850","2,697","112,949,050"
"06/17,12:54","42,000","42,250","41,950","41,950","3,630","152,889,000"
"06/17,12:53","41,850","42,050","41,800","42,050","2,524","105,767,250"
"06/17,12:52","41,850","41,900","41,800","41,850","2,125","88,884,150"
"06/17,12:51","41,850","42,000","41,850","41,850","2,102","88,056,550"
"06/17,12:50","41,750","41,900","41,750","41,850","4,448","186,065,100"
"06/17,12:49","42,050","42,100","41,700","41,750","6,842","286,219,350"
"06/17,12:48","42,050","42,150","41,850","42,050","4,425","185,658,250"
"06/17,12:47","41,850","42,100","41,750","42,100","6,210","260,280,300"
"06/17,12:46","42,100","42,100","41,700","41,800","21,339","894,077,550"
"06/17,12:45","42,200","42,350","42,100","42,100","4,315","182,139,850"
"06/17,12:44","42,400","42,400","42,100","42,250","10,865","458,683,300"
"06/17,12:43","42,300","42,450","42,300","42,350","3,348","141,836,050"
"06/17,12:42","42,700","42,700","42,300","42,350","7,812","331,904,000"
"06/17,12:41","42,550","42,700","42,450","42,650","5,932","252,484,900"
